"","Date","Team","Lo","Avg","Hi","PrWL","TrWL","TeamPts","OppPts","Opp","WL"
"2141","2019-03-30","Bulls",0.241,0.304,0.376,"0",0,101,124,"Raptors",0.89
"2142","2019-03-30","Cavaliers",0.19,0.237,0.292,"0",0,108,132,"Clippers",0.89
"2143","2019-03-30","Celtics",0.284,0.355,0.433,"0",0,96,110,"Nets",0.89
"2144","2019-03-30","Clippers",0.699,0.758,0.809,"1",1,132,108,"Cavaliers",0.89
"2145","2019-03-30","Grizzlies",0.57,0.663,0.744,"1",1,120,115,"Suns",0.89
"2146","2019-03-30","Heat",0.647,0.728,0.797,"1",1,100,92,"Knicks",0.89
"2147","2019-03-30","Kings",0.182,0.238,0.304,"0",0,108,119,"Rockets",0.89
"2148","2019-03-30","Knicks",0.188,0.25,0.325,"0",0,92,100,"Heat",0.89
"2149","2019-03-30","Magic",0.23,0.268,0.31,"0",1,121,116,"Pacers",0.89
"2150","2019-03-30","Nets",0.558,0.626,0.689,"1",1,110,96,"Celtics",0.89
"2151","2019-03-30","Pacers",0.657,0.714,0.765,"1",0,116,121,"Magic",0.89
"2152","2019-03-30","Pistons",0.602,0.655,0.704,"1",1,99,90,"Blazers",0.89
"2153","2019-03-30","Raptors",0.591,0.673,0.746,"1",1,124,101,"Bulls",0.89
"2154","2019-03-30","Rockets",0.692,0.76,0.818,"1",1,119,108,"Kings",0.89
"2155","2019-03-30","Suns",0.228,0.308,0.402,"0",0,115,120,"Grizzlies",0.89
"2156","2019-03-30","Timberwolves",0.247,0.307,0.374,"0",0,109,118,"76ers",0.89
"2127","2019-03-29","Blazers",0.433,0.504,0.574,"1",1,118,98,"Hawks",0.5
"2128","2019-03-29","Celtics",0.667,0.732,0.788,"1",1,114,112,"Pacers",0.5
"2129","2019-03-29","Hawks",0.418,0.485,0.552,"0",0,98,118,"Blazers",0.5
"2130","2019-03-29","Hornets",0.529,0.598,0.662,"1",0,115,129,"Lakers",0.5
"2131","2019-03-29","Jazz",0.703,0.753,0.798,"1",1,128,124,"Wizards",0.5
"2132","2019-03-29","Lakers",0.314,0.379,0.449,"0",1,129,115,"Hornets",0.5
"2133","2019-03-29","Nuggets",0.281,0.322,0.365,"0",1,115,105,"Thunder",0.5
"2134","2019-03-29","Pacers",0.208,0.263,0.327,"0",0,112,114,"Celtics",0.5
"2135","2019-03-29","Thunder",0.619,0.662,0.701,"1",0,105,115,"Nuggets",0.5
"2136","2019-03-29","Timberwolves",0.333,0.408,0.488,"0",1,131,130,"Warriors",0.5
"2137","2019-03-29","Warriors",0.507,0.59,0.667,"1",0,130,131,"Timberwolves",0.5
"2138","2019-03-29","Wizards",0.198,0.235,0.278,"0",0,124,128,"Jazz",0.5
"2111","2019-03-28","76ers",0.608,0.678,0.741,"1",1,123,110,"Nets",0.88
"2112","2019-03-28","Bucks",0.571,0.648,0.717,"1",1,128,118,"Clippers",0.88
"2113","2019-03-28","Cavaliers",0.166,0.205,0.252,"0",0,110,116,"Spurs",0.88
"2114","2019-03-28","Clippers",0.276,0.347,0.424,"0",0,118,128,"Bucks",0.88
"2115","2019-03-28","Heat",0.662,0.727,0.783,"1",1,105,99,"Mavericks",0.88
"2116","2019-03-28","Kings",0.6,0.681,0.753,"1",0,118,121,"Pelicans",0.88
"2117","2019-03-28","Knicks",0.332,0.391,0.453,"0",0,92,117,"Raptors",0.88
"2118","2019-03-28","Magic",0.239,0.3,0.368,"0",0,98,115,"Pistons",0.88
"2119","2019-03-28","Mavericks",0.202,0.257,0.321,"0",0,99,105,"Heat",0.88
"2120","2019-03-28","Nets",0.247,0.307,0.375,"0",0,110,123,"76ers",0.88
"2121","2019-03-28","Nuggets",0.24,0.277,0.317,"0",0,85,112,"Rockets",0.88
"2122","2019-03-28","Pelicans",0.225,0.293,0.371,"0",1,121,118,"Kings",0.88
"2123","2019-03-28","Pistons",0.623,0.694,0.757,"1",1,115,98,"Magic",0.88
"2124","2019-03-28","Raptors",0.521,0.594,0.663,"1",1,117,92,"Knicks",0.88
"2125","2019-03-28","Rockets",0.662,0.709,0.752,"1",1,112,85,"Nuggets",0.88
"2126","2019-03-28","Spurs",0.733,0.783,0.826,"1",1,116,110,"Cavaliers",0.88
"2101","2019-03-27","Blazers",0.518,0.593,0.664,"1",1,118,98,"Bulls",0.9
"2102","2019-03-27","Bulls",0.334,0.405,0.481,"0",0,98,118,"Blazers",0.9
"2103","2019-03-27","Grizzlies",0.377,0.447,0.519,"0",0,103,118,"Warriors",0.9
"2104","2019-03-27","Jazz",0.639,0.689,0.735,"1",1,115,100,"Lakers",0.9
"2105","2019-03-27","Lakers",0.253,0.298,0.346,"0",0,100,115,"Jazz",0.9
"2106","2019-03-27","Pacers",0.205,0.266,0.338,"0",0,99,107,"Thunder",0.9
"2107","2019-03-27","Suns",0.553,0.601,0.646,"1",0,121,124,"Wizards",0.9
"2108","2019-03-27","Thunder",0.667,0.742,0.805,"1",1,107,99,"Pacers",0.9
"2109","2019-03-27","Warriors",0.481,0.553,0.623,"1",1,118,103,"Grizzlies",0.9
"2110","2019-03-27","Wizards",0.449,0.502,0.554,"1",1,124,121,"Suns",0.9
"2081","2019-03-26","Bucks",0.532,0.597,0.659,"1",1,108,94,"Rockets",0.8
"2082","2019-03-26","Bulls",0.21,0.249,0.292,"0",0,103,112,"Raptors",0.8
"2083","2019-03-26","Cavaliers",0.323,0.381,0.443,"0",0,106,116,"Celtics",0.8
"2084","2019-03-26","Celtics",0.552,0.614,0.673,"1",1,116,106,"Cavaliers",0.8
"2085","2019-03-26","Clippers",0.612,0.68,0.742,"1",1,122,111,"Timberwolves",0.8
"2086","2019-03-26","Hawks",0.58,0.662,0.735,"1",1,130,120,"Pelicans",0.8
"2087","2019-03-26","Heat",0.611,0.654,0.695,"1",0,99,104,"Magic",0.8
"2088","2019-03-26","Hornets",0.375,0.433,0.493,"0",1,125,116,"Spurs",0.8
"2089","2019-03-26","Kings",0.526,0.639,0.739,"1",1,125,121,"Mavericks",0.8
"2090","2019-03-26","Lakers",0.638,0.708,0.77,"1",1,124,106,"Wizards",0.8
"2091","2019-03-26","Magic",0.291,0.333,0.379,"0",1,104,99,"Heat",0.8
"2092","2019-03-26","Mavericks",0.226,0.329,0.451,"0",0,121,125,"Kings",0.8
"2093","2019-03-26","Nuggets",0.707,0.771,0.825,"1",1,95,92,"Pistons",0.8
"2094","2019-03-26","Pelicans",0.242,0.317,0.403,"0",0,120,130,"Hawks",0.8
"2095","2019-03-26","Pistons",0.176,0.23,0.295,"0",0,92,95,"Nuggets",0.8
"2096","2019-03-26","Raptors",0.689,0.736,0.779,"1",1,112,103,"Bulls",0.8
"2097","2019-03-26","Rockets",0.338,0.401,0.466,"0",0,94,108,"Bucks",0.8
"2098","2019-03-26","Spurs",0.494,0.55,0.605,"1",0,116,125,"Hornets",0.8
"2099","2019-03-26","Timberwolves",0.24,0.301,0.37,"0",0,111,122,"Clippers",0.8
"2100","2019-03-26","Wizards",0.207,0.27,0.343,"0",0,106,124,"Lakers",0.8
"2073","2019-03-25","76ers",0.39,0.469,0.55,"0",0,98,119,"Magic",0.75
"2074","2019-03-25","Blazers",0.674,0.722,0.766,"1",1,148,144,"Nets",0.75
"2075","2019-03-25","Grizzlies",0.354,0.419,0.488,"0",1,115,103,"Thunder",0.75
"2076","2019-03-25","Jazz",0.644,0.689,0.731,"1",1,125,92,"Suns",0.75
"2077","2019-03-25","Magic",0.48,0.549,0.616,"1",1,119,98,"76ers",0.75
"2078","2019-03-25","Nets",0.231,0.274,0.322,"0",0,144,148,"Blazers",0.75
"2079","2019-03-25","Suns",0.256,0.295,0.337,"0",0,92,125,"Jazz",0.75
"2080","2019-03-25","Thunder",0.514,0.583,0.648,"1",0,103,115,"Grizzlies",0.75
"2057","2019-03-24","Bucks",0.648,0.706,0.758,"1",1,127,105,"Cavaliers",0.56
"2058","2019-03-24","Cavaliers",0.231,0.277,0.328,"0",0,105,127,"Bucks",0.56
"2059","2019-03-24","Celtics",0.515,0.59,0.661,"1",0,96,115,"Spurs",0.56
"2060","2019-03-24","Clippers",0.479,0.559,0.635,"1",1,124,113,"Knicks",0.56
"2061","2019-03-24","Hornets",0.196,0.236,0.282,"0",1,115,114,"Raptors",0.56
"2062","2019-03-24","Kings",0.584,0.669,0.744,"1",0,106,111,"Lakers",0.56
"2063","2019-03-24","Knicks",0.366,0.427,0.491,"0",0,113,124,"Clippers",0.56
"2064","2019-03-24","Lakers",0.422,0.518,0.612,"1",1,111,106,"Kings",0.56
"2065","2019-03-24","Nuggets",0.433,0.514,0.595,"1",0,88,124,"Pacers",0.56
"2066","2019-03-24","Pacers",0.404,0.48,0.557,"0",1,124,88,"Nuggets",0.56
"2067","2019-03-24","Pelicans",0.325,0.407,0.496,"0",0,90,113,"Rockets",0.56
"2068","2019-03-24","Pistons",0.203,0.24,0.281,"0",0,114,121,"Warriors",0.56
"2069","2019-03-24","Raptors",0.695,0.748,0.794,"1",0,114,115,"Hornets",0.56
"2070","2019-03-24","Rockets",0.489,0.569,0.646,"1",1,113,90,"Pelicans",0.56
"2071","2019-03-24","Spurs",0.334,0.394,0.458,"0",1,115,96,"Celtics",0.56
"2072","2019-03-24","Warriors",0.692,0.745,0.792,"1",1,121,114,"Pistons",0.56
"2041","2019-03-23","76ers",0.475,0.563,0.648,"1",0,127,129,"Hawks",0.44
"2042","2019-03-23","Blazers",0.716,0.778,0.831,"1",1,117,112,"Pistons",0.44
"2043","2019-03-23","Bulls",0.285,0.373,0.47,"0",0,83,114,"Jazz",0.44
"2044","2019-03-23","Celtics",0.544,0.632,0.712,"1",0,117,124,"Hornets",0.44
"2045","2019-03-23","Grizzlies",0.604,0.673,0.735,"1",0,99,112,"Timberwolves",0.44
"2046","2019-03-23","Hawks",0.353,0.423,0.496,"0",1,129,127,"76ers",0.44
"2047","2019-03-23","Heat",0.475,0.546,0.616,"1",1,113,108,"Wizards",0.44
"2048","2019-03-23","Hornets",0.29,0.368,0.454,"0",1,124,117,"Celtics",0.44
"2049","2019-03-23","Jazz",0.511,0.6,0.684,"1",1,114,83,"Bulls",0.44
"2050","2019-03-23","Kings",0.658,0.71,0.756,"1",1,112,103,"Suns",0.44
"2051","2019-03-23","Mavericks",0.241,0.306,0.378,"0",1,126,91,"Warriors",0.44
"2052","2019-03-23","Pistons",0.169,0.21,0.257,"0",0,112,117,"Blazers",0.44
"2053","2019-03-23","Suns",0.236,0.273,0.314,"0",0,103,112,"Kings",0.44
"2054","2019-03-23","Timberwolves",0.238,0.299,0.369,"0",1,112,99,"Grizzlies",0.44
"2055","2019-03-23","Warriors",0.606,0.681,0.748,"1",0,91,126,"Mavericks",0.44
"2056","2019-03-23","Wizards",0.534,0.594,0.652,"1",0,108,113,"Heat",0.44
"2027","2019-03-22","Bucks",0.595,0.667,0.732,"1",1,116,87,"Heat",0.86
"2028","2019-03-22","Cavaliers",0.316,0.394,0.477,"0",0,108,110,"Clippers",0.86
"2029","2019-03-22","Clippers",0.502,0.58,0.655,"1",1,110,108,"Cavaliers",0.86
"2030","2019-03-22","Grizzlies",0.247,0.291,0.339,"0",0,119,123,"Magic",0.86
"2031","2019-03-22","Heat",0.258,0.313,0.374,"0",0,87,116,"Bucks",0.86
"2032","2019-03-22","Knicks",0.364,0.443,0.525,"0",0,93,111,"Nuggets",0.86
"2033","2019-03-22","Lakers",0.254,0.323,0.401,"0",0,106,111,"Nets",0.86
"2034","2019-03-22","Magic",0.634,0.693,0.746,"1",1,123,119,"Grizzlies",0.86
"2035","2019-03-22","Nets",0.571,0.652,0.725,"1",1,111,106,"Lakers",0.86
"2036","2019-03-22","Nuggets",0.447,0.538,0.627,"1",1,111,93,"Knicks",0.86
"2037","2019-03-22","Raptors",0.605,0.686,0.757,"1",0,109,116,"Thunder",0.86
"2038","2019-03-22","Rockets",0.66,0.716,0.766,"1",1,111,105,"Spurs",0.86
"2039","2019-03-22","Spurs",0.23,0.269,0.311,"0",0,105,111,"Rockets",0.86
"2040","2019-03-22","Thunder",0.234,0.3,0.377,"0",1,116,109,"Raptors",0.86
"2015","2019-03-21","Hawks",0.374,0.427,0.482,"0",1,117,114,"Jazz",0.83
"2016","2019-03-21","Hornets",0.55,0.645,0.73,"1",1,113,106,"Timberwolves",0.83
"2017","2019-03-21","Jazz",0.487,0.556,0.622,"1",0,114,117,"Hawks",0.83
"2018","2019-03-21","Kings",0.625,0.678,0.728,"1",1,116,100,"Mavericks",0.83
"2019","2019-03-21","Mavericks",0.262,0.303,0.347,"0",0,100,116,"Kings",0.83
"2020","2019-03-21","Nuggets",0.435,0.515,0.594,"1",1,113,108,"Wizards",0.83
"2021","2019-03-21","Pacers",0.255,0.32,0.393,"0",0,89,112,"Warriors",0.83
"2022","2019-03-21","Pistons",0.529,0.596,0.66,"1",1,118,98,"Suns",0.83
"2023","2019-03-21","Suns",0.331,0.382,0.437,"0",0,98,118,"Pistons",0.83
"2024","2019-03-21","Timberwolves",0.243,0.333,0.437,"0",0,106,113,"Hornets",0.83
"2025","2019-03-21","Warriors",0.593,0.67,0.738,"1",1,112,89,"Pacers",0.83
"2026","2019-03-21","Wizards",0.397,0.47,0.544,"0",0,108,113,"Nuggets",0.83
"1997","2019-03-20","76ers",0.612,0.678,0.738,"1",1,118,115,"Celtics",0.44
"1998","2019-03-20","Blazers",0.652,0.717,0.774,"1",1,126,118,"Mavericks",0.44
"1999","2019-03-20","Bucks",0.454,0.516,0.577,"1",0,102,107,"Cavaliers",0.44
"2000","2019-03-20","Bulls",0.272,0.351,0.439,"0",1,126,120,"Wizards",0.44
"2001","2019-03-20","Cavaliers",0.41,0.469,0.529,"0",1,107,102,"Bucks",0.44
"2002","2019-03-20","Celtics",0.262,0.322,0.389,"0",0,115,118,"76ers",0.44
"2003","2019-03-20","Grizzlies",0.31,0.365,0.424,"0",1,126,125,"Rockets",0.44
"2004","2019-03-20","Heat",0.186,0.238,0.3,"0",1,110,105,"Spurs",0.44
"2005","2019-03-20","Jazz",0.532,0.591,0.647,"1",1,137,116,"Knicks",0.44
"2006","2019-03-20","Knicks",0.339,0.395,0.454,"0",0,116,137,"Jazz",0.44
"2007","2019-03-20","Magic",0.644,0.701,0.752,"1",1,119,96,"Pelicans",0.44
"2008","2019-03-20","Mavericks",0.215,0.27,0.334,"0",0,118,126,"Blazers",0.44
"2009","2019-03-20","Pelicans",0.231,0.282,0.34,"0",0,96,119,"Magic",0.44
"2010","2019-03-20","Raptors",0.276,0.365,0.463,"0",1,123,114,"Thunder",0.44
"2011","2019-03-20","Rockets",0.557,0.622,0.682,"1",0,125,126,"Grizzlies",0.44
"2012","2019-03-20","Spurs",0.693,0.758,0.813,"1",0,105,110,"Heat",0.44
"2013","2019-03-20","Thunder",0.518,0.609,0.694,"1",0,114,123,"Raptors",0.44
"2014","2019-03-20","Wizards",0.545,0.627,0.703,"1",0,120,126,"Bulls",0.44
"1985","2019-03-19","76ers",0.441,0.518,0.594,"1",1,118,114,"Hornets",0.75
"1986","2019-03-19","Bucks",0.656,0.728,0.789,"1",1,115,101,"Lakers",0.75
"1987","2019-03-19","Clippers",0.672,0.716,0.756,"1",1,115,109,"Pacers",0.75
"1988","2019-03-19","Hawks",0.326,0.404,0.487,"0",0,105,121,"Rockets",0.75
"1989","2019-03-19","Hornets",0.435,0.516,0.595,"1",0,114,118,"76ers",0.75
"1990","2019-03-19","Kings",0.631,0.695,0.753,"1",0,121,123,"Nets",0.75
"1991","2019-03-19","Lakers",0.205,0.265,0.334,"0",0,101,115,"Bucks",0.75
"1992","2019-03-19","Nets",0.229,0.286,0.35,"0",1,123,121,"Kings",0.75
"1993","2019-03-19","Pacers",0.236,0.274,0.315,"0",0,109,115,"Clippers",0.75
"1994","2019-03-19","Rockets",0.518,0.601,0.678,"1",1,121,105,"Hawks",0.75
"1995","2019-03-19","Timberwolves",0.238,0.301,0.374,"0",0,107,117,"Warriors",0.75
"1996","2019-03-19","Warriors",0.625,0.693,0.753,"1",1,117,107,"Timberwolves",0.75
"1967","2019-03-18","Blazers",0.726,0.771,0.811,"1",1,106,98,"Pacers",0.33
"1968","2019-03-18","Bulls",0.223,0.261,0.302,"0",1,116,101,"Suns",0.33
"1969","2019-03-18","Cavaliers",0.27,0.345,0.428,"0",1,126,119,"Pistons",0.33
"1970","2019-03-18","Celtics",0.68,0.747,0.804,"1",0,105,114,"Nuggets",0.33
"1971","2019-03-18","Heat",0.193,0.238,0.29,"0",1,116,107,"Thunder",0.33
"1972","2019-03-18","Jazz",0.465,0.544,0.62,"1",1,116,95,"Wizards",0.33
"1973","2019-03-18","Knicks",0.189,0.241,0.301,"0",0,92,128,"Raptors",0.33
"1974","2019-03-18","Mavericks",0.606,0.684,0.753,"1",0,125,129,"Pelicans",0.33
"1975","2019-03-18","Nuggets",0.209,0.261,0.321,"0",1,114,105,"Celtics",0.33
"1976","2019-03-18","Pacers",0.186,0.225,0.27,"0",0,98,106,"Blazers",0.33
"1977","2019-03-18","Pelicans",0.218,0.287,0.367,"0",1,129,125,"Mavericks",0.33
"1978","2019-03-18","Pistons",0.568,0.648,0.719,"1",0,119,126,"Cavaliers",0.33
"1979","2019-03-18","Raptors",0.686,0.744,0.795,"1",1,128,92,"Knicks",0.33
"1980","2019-03-18","Spurs",0.418,0.49,0.562,"0",1,111,105,"Warriors",0.33
"1981","2019-03-18","Suns",0.686,0.728,0.767,"1",0,101,116,"Bulls",0.33
"1982","2019-03-18","Thunder",0.698,0.749,0.793,"1",0,107,116,"Heat",0.33
"1983","2019-03-18","Warriors",0.44,0.527,0.612,"1",0,105,111,"Spurs",0.33
"1984","2019-03-18","Wizards",0.389,0.46,0.534,"0",0,95,116,"Jazz",0.33
"1951","2019-03-17","76ers",0.327,0.395,0.467,"0",1,130,125,"Bucks",0.62
"1952","2019-03-17","Bucks",0.538,0.61,0.677,"1",0,125,130,"76ers",0.62
"1953","2019-03-17","Bulls",0.168,0.218,0.278,"0",0,102,129,"Kings",0.62
"1954","2019-03-17","Clippers",0.653,0.721,0.78,"1",1,119,116,"Nets",0.62
"1955","2019-03-17","Hawks",0.257,0.322,0.394,"0",0,91,101,"Magic",0.62
"1956","2019-03-17","Heat",0.662,0.722,0.775,"1",1,93,75,"Hornets",0.62
"1957","2019-03-17","Hornets",0.209,0.26,0.32,"0",0,75,93,"Heat",0.62
"1958","2019-03-17","Kings",0.725,0.785,0.834,"1",1,129,102,"Bulls",0.62
"1959","2019-03-17","Knicks",0.245,0.302,0.367,"0",1,124,123,"Lakers",0.62
"1960","2019-03-17","Lakers",0.627,0.688,0.743,"1",0,123,124,"Knicks",0.62
"1961","2019-03-17","Magic",0.598,0.67,0.734,"1",1,101,91,"Hawks",0.62
"1962","2019-03-17","Nets",0.215,0.272,0.339,"0",0,116,119,"Clippers",0.62
"1963","2019-03-17","Pistons",0.391,0.497,0.604,"0",1,110,107,"Raptors",0.62
"1964","2019-03-17","Raptors",0.623,0.702,0.77,"1",0,107,110,"Pistons",0.62
"1965","2019-03-17","Rockets",0.765,0.817,0.859,"1",1,117,102,"Timberwolves",0.62
"1966","2019-03-17","Timberwolves",0.141,0.184,0.236,"0",0,102,117,"Rockets",0.62
"1935","2019-03-16","Blazers",0.181,0.234,0.298,"0",0,103,108,"Spurs",0.75
"1936","2019-03-16","Cavaliers",0.223,0.27,0.322,"0",0,116,121,"Mavericks",0.75
"1937","2019-03-16","Celtics",0.581,0.674,0.756,"1",1,129,120,"Hawks",0.75
"1938","2019-03-16","Grizzlies",0.213,0.257,0.308,"0",0,128,135,"Wizards",0.75
"1939","2019-03-16","Hawks",0.241,0.318,0.406,"0",0,120,129,"Celtics",0.75
"1940","2019-03-16","Jazz",0.51,0.589,0.665,"1",1,114,98,"Nets",0.75
"1941","2019-03-16","Mavericks",0.654,0.709,0.76,"1",1,121,116,"Cavaliers",0.75
"1942","2019-03-16","Nets",0.319,0.394,0.476,"0",0,98,114,"Jazz",0.75
"1943","2019-03-16","Nuggets",0.662,0.724,0.777,"1",1,102,100,"Pacers",0.75
"1944","2019-03-16","Pacers",0.219,0.262,0.309,"0",0,100,102,"Nuggets",0.75
"1945","2019-03-16","Pelicans",0.706,0.763,0.812,"1",0,136,138,"Suns",0.75
"1946","2019-03-16","Spurs",0.68,0.746,0.802,"1",1,108,103,"Blazers",0.75
"1947","2019-03-16","Suns",0.18,0.22,0.267,"0",1,138,136,"Pelicans",0.75
"1948","2019-03-16","Thunder",0.451,0.532,0.612,"1",0,88,110,"Warriors",0.75
"1949","2019-03-16","Warriors",0.367,0.456,0.548,"0",1,110,88,"Thunder",0.75
"1950","2019-03-16","Wizards",0.667,0.724,0.775,"1",1,135,128,"Grizzlies",0.75
"1919","2019-03-15","76ers",0.583,0.651,0.714,"1",1,123,114,"Kings",0.88
"1920","2019-03-15","Blazers",0.49,0.579,0.663,"1",1,122,110,"Pelicans",0.88
"1921","2019-03-15","Bucks",0.527,0.6,0.669,"1",1,113,98,"Heat",0.88
"1922","2019-03-15","Bulls",0.206,0.257,0.315,"0",0,121,128,"Clippers",0.88
"1923","2019-03-15","Clippers",0.665,0.734,0.793,"1",1,128,121,"Bulls",0.88
"1924","2019-03-15","Heat",0.328,0.386,0.446,"0",0,98,113,"Bucks",0.88
"1925","2019-03-15","Hornets",0.194,0.238,0.288,"0",1,116,110,"Wizards",0.88
"1926","2019-03-15","Kings",0.268,0.328,0.394,"0",0,114,123,"76ers",0.88
"1927","2019-03-15","Knicks",0.209,0.247,0.289,"0",0,83,109,"Spurs",0.88
"1928","2019-03-15","Lakers",0.321,0.418,0.522,"0",0,97,111,"Pistons",0.88
"1929","2019-03-15","Pelicans",0.3,0.391,0.491,"0",0,110,122,"Blazers",0.88
"1930","2019-03-15","Pistons",0.465,0.56,0.651,"1",1,111,97,"Lakers",0.88
"1931","2019-03-15","Rockets",0.654,0.737,0.806,"1",1,108,102,"Suns",0.88
"1932","2019-03-15","Spurs",0.692,0.74,0.783,"1",1,109,83,"Knicks",0.88
"1933","2019-03-15","Suns",0.191,0.254,0.328,"0",0,102,108,"Rockets",0.88
"1934","2019-03-15","Wizards",0.691,0.749,0.8,"1",0,110,116,"Hornets",0.88
"1907","2019-03-14","Cavaliers",0.248,0.288,0.331,"0",0,91,120,"Magic",1
"1908","2019-03-14","Celtics",0.627,0.703,0.768,"1",1,126,120,"Kings",1
"1909","2019-03-14","Jazz",0.611,0.682,0.745,"1",1,120,100,"Timberwolves",1
"1910","2019-03-14","Kings",0.229,0.28,0.338,"0",0,120,126,"Celtics",1
"1911","2019-03-14","Lakers",0.249,0.293,0.34,"0",0,98,111,"Raptors",1
"1912","2019-03-14","Magic",0.635,0.691,0.742,"1",1,120,91,"Cavaliers",1
"1913","2019-03-14","Mavericks",0.181,0.232,0.293,"0",0,99,100,"Nuggets",1
"1914","2019-03-14","Nuggets",0.695,0.761,0.816,"1",1,100,99,"Mavericks",1
"1915","2019-03-14","Pacers",0.502,0.583,0.66,"1",1,108,106,"Thunder",1
"1916","2019-03-14","Raptors",0.644,0.695,0.743,"1",1,111,98,"Lakers",1
"1917","2019-03-14","Thunder",0.355,0.435,0.518,"0",0,106,108,"Pacers",1
"1918","2019-03-14","Timberwolves",0.244,0.292,0.346,"0",0,100,120,"Jazz",1
"1895","2019-03-13","Grizzlies",0.423,0.489,0.555,"0",0,111,132,"Hawks",0.83
"1896","2019-03-13","Hawks",0.544,0.604,0.661,"1",1,132,111,"Grizzlies",0.83
"1897","2019-03-13","Heat",0.593,0.64,0.684,"1",1,108,74,"Pistons",0.83
"1898","2019-03-13","Jazz",0.483,0.55,0.616,"1",1,114,97,"Suns",0.83
"1899","2019-03-13","Magic",0.28,0.331,0.385,"0",0,90,100,"Wizards",0.83
"1900","2019-03-13","Nets",0.248,0.309,0.379,"0",0,96,108,"Thunder",0.83
"1901","2019-03-13","Pistons",0.294,0.342,0.394,"0",0,74,108,"Heat",0.83
"1902","2019-03-13","Rockets",0.59,0.661,0.726,"1",0,104,106,"Warriors",0.83
"1903","2019-03-13","Suns",0.378,0.44,0.503,"0",0,97,114,"Jazz",0.83
"1904","2019-03-13","Thunder",0.62,0.689,0.75,"1",1,108,96,"Nets",0.83
"1905","2019-03-13","Warriors",0.274,0.339,0.41,"0",1,106,104,"Rockets",0.83
"1906","2019-03-13","Wizards",0.595,0.647,0.696,"1",1,100,90,"Magic",0.83
"1881","2019-03-12","76ers",0.624,0.704,0.773,"1",1,106,99,"Cavaliers",1
"1882","2019-03-12","Blazers",0.448,0.511,0.574,"1",1,125,104,"Clippers",1
"1883","2019-03-12","Bucks",0.492,0.545,0.598,"1",1,130,113,"Pelicans",1
"1884","2019-03-12","Bulls",0.353,0.419,0.488,"0",0,107,123,"Lakers",1
"1885","2019-03-12","Cavaliers",0.221,0.288,0.365,"0",0,99,106,"76ers",1
"1886","2019-03-12","Clippers",0.419,0.479,0.54,"0",0,104,125,"Blazers",1
"1887","2019-03-12","Knicks",0.228,0.278,0.333,"0",0,98,103,"Pacers",1
"1888","2019-03-12","Lakers",0.5,0.564,0.626,"1",1,123,107,"Bulls",1
"1889","2019-03-12","Mavericks",0.237,0.3,0.372,"0",0,105,112,"Spurs",1
"1890","2019-03-12","Nuggets",0.715,0.761,0.802,"1",1,133,107,"Timberwolves",1
"1891","2019-03-12","Pacers",0.655,0.713,0.765,"1",1,103,98,"Knicks",1
"1892","2019-03-12","Pelicans",0.389,0.442,0.497,"0",0,113,130,"Bucks",1
"1893","2019-03-12","Spurs",0.616,0.685,0.747,"1",1,112,105,"Mavericks",1
"1894","2019-03-12","Timberwolves",0.192,0.232,0.277,"0",0,107,133,"Nuggets",1
"1869","2019-03-11","Cavaliers",0.259,0.316,0.38,"0",1,126,101,"Raptors",0.67
"1870","2019-03-11","Celtics",0.418,0.491,0.564,"0",0,115,140,"Clippers",0.67
"1871","2019-03-11","Clippers",0.43,0.503,0.576,"1",1,140,115,"Celtics",0.67
"1872","2019-03-11","Hornets",0.196,0.248,0.308,"0",0,106,118,"Rockets",0.67
"1873","2019-03-11","Jazz",0.56,0.615,0.668,"1",0,89,98,"Thunder",0.67
"1874","2019-03-11","Kings",0.331,0.376,0.423,"0",0,115,121,"Wizards",0.67
"1875","2019-03-11","Nets",0.516,0.578,0.639,"1",1,103,75,"Pistons",0.67
"1876","2019-03-11","Pistons",0.349,0.412,0.478,"0",0,75,103,"Nets",0.67
"1877","2019-03-11","Raptors",0.62,0.682,0.737,"1",0,101,126,"Cavaliers",0.67
"1878","2019-03-11","Rockets",0.692,0.752,0.804,"1",1,118,106,"Hornets",0.67
"1879","2019-03-11","Thunder",0.311,0.368,0.429,"0",1,98,89,"Jazz",0.67
"1880","2019-03-11","Wizards",0.57,0.614,0.657,"1",1,121,115,"Kings",0.67
"1851","2019-03-10","76ers",0.69,0.756,0.812,"1",1,106,89,"Pacers",0.67
"1852","2019-03-10","Bucks",0.478,0.537,0.595,"1",0,114,121,"Spurs",0.67
"1853","2019-03-10","Bulls",0.199,0.263,0.338,"0",0,108,131,"Pistons",0.67
"1854","2019-03-10","Grizzlies",0.583,0.629,0.672,"1",1,105,97,"Magic",0.67
"1855","2019-03-10","Hawks",0.575,0.643,0.705,"1",1,128,116,"Pelicans",0.67
"1856","2019-03-10","Heat",0.568,0.619,0.668,"1",0,104,125,"Raptors",0.67
"1857","2019-03-10","Knicks",0.168,0.214,0.27,"0",0,92,103,"Timberwolves",0.67
"1858","2019-03-10","Magic",0.308,0.355,0.405,"0",0,97,105,"Grizzlies",0.67
"1859","2019-03-10","Mavericks",0.377,0.451,0.528,"0",0,93,94,"Rockets",0.67
"1860","2019-03-10","Pacers",0.191,0.247,0.312,"0",0,89,106,"76ers",0.67
