"","Date","Team","Lo","Avg","Hi","PrWL","TrWL","TeamPts","OppPts","Opp","WL"
"2821","2019-11-25","Spurs",0.264,0.327,0.398,"0",0,104,114,"Lakers",1
"2822","2019-11-25","Thunder",0.579,0.657,0.727,"1",1,100,97,"Warriors",1
"2823","2019-11-25","Timberwolves",0.678,0.759,0.825,"1",1,125,113,"Hawks",1
"2824","2019-11-25","Warriors",0.255,0.322,0.398,"0",0,97,100,"Thunder",1
"2793","2019-11-24","Clippers",0.728,0.802,0.86,"1",1,134,109,"Pelicans",0.6
"2794","2019-11-24","Kings",0.226,0.259,0.294,"0",1,113,106,"Wizards",0.6
"2795","2019-11-24","Knicks",0.281,0.327,0.375,"0",0,101,103,"Nets",0.6
"2796","2019-11-24","Mavericks",0.188,0.239,0.299,"0",1,137,123,"Rockets",0.6
"2797","2019-11-24","Nets",0.572,0.653,0.727,"1",1,103,101,"Knicks",0.6
"2798","2019-11-24","Nuggets",0.695,0.787,0.856,"1",1,116,104,"Suns",0.6
"2799","2019-11-24","Pelicans",0.139,0.191,0.256,"0",0,109,134,"Clippers",0.6
"2800","2019-11-24","Rockets",0.672,0.746,0.808,"1",0,123,137,"Mavericks",0.6
"2801","2019-11-24","Suns",0.14,0.203,0.284,"0",0,104,116,"Nuggets",0.6
"2802","2019-11-24","Wizards",0.665,0.722,0.773,"1",0,106,113,"Kings",0.6
"2773","2019-11-23","76ers",0.498,0.554,0.609,"1",1,113,86,"Heat",0.8
"2774","2019-11-23","Blazers",0.726,0.79,0.843,"1",0,104,110,"Cavaliers",0.8
"2775","2019-11-23","Bucks",0.791,0.839,0.878,"1",1,104,90,"Pistons",0.8
"2776","2019-11-23","Bulls",0.616,0.731,0.821,"1",1,116,115,"Hornets",0.8
"2777","2019-11-23","Cavaliers",0.147,0.197,0.26,"0",1,110,104,"Blazers",0.8
"2778","2019-11-23","Grizzlies",0.234,0.305,0.387,"0",0,108,109,"Lakers",0.8
"2779","2019-11-23","Hawks",0.236,0.295,0.363,"0",0,116,119,"Raptors",0.8
"2780","2019-11-23","Heat",0.37,0.427,0.487,"0",0,86,113,"76ers",0.8
"2781","2019-11-23","Hornets",0.165,0.253,0.368,"0",0,115,116,"Bulls",0.8
"2782","2019-11-23","Jazz",0.76,0.817,0.864,"1",1,128,120,"Pelicans",0.8
"2783","2019-11-23","Knicks",0.206,0.255,0.311,"0",0,104,111,"Spurs",0.8
"2784","2019-11-23","Lakers",0.599,0.689,0.766,"1",1,109,108,"Grizzlies",0.8
"2785","2019-11-23","Magic",0.13,0.176,0.235,"0",0,106,111,"Pacers",0.8
"2786","2019-11-23","Pacers",0.753,0.816,0.865,"1",1,111,106,"Magic",0.8
"2787","2019-11-23","Pelicans",0.134,0.176,0.226,"0",0,120,128,"Jazz",0.8
"2788","2019-11-23","Pistons",0.116,0.152,0.198,"0",0,90,104,"Bucks",0.8
"2789","2019-11-23","Raptors",0.618,0.696,0.765,"1",1,119,116,"Hawks",0.8
"2790","2019-11-23","Spurs",0.671,0.732,0.786,"1",1,111,104,"Knicks",0.8
"2791","2019-11-23","Suns",0.341,0.44,0.543,"0",1,100,98,"Timberwolves",0.8
"2792","2019-11-23","Timberwolves",0.438,0.536,0.631,"1",0,98,100,"Suns",0.8
"2753","2019-11-22","76ers",0.701,0.777,0.838,"1",1,115,104,"Spurs",1
"2754","2019-11-22","Bulls",0.251,0.297,0.348,"0",0,108,116,"Heat",1
"2755","2019-11-22","Cavaliers",0.126,0.17,0.225,"0",0,101,143,"Mavericks",1
"2756","2019-11-22","Celtics",0.254,0.331,0.42,"0",0,92,96,"Nuggets",1
"2757","2019-11-22","Clippers",0.616,0.684,0.746,"1",1,122,119,"Rockets",1
"2758","2019-11-22","Hawks",0.171,0.234,0.31,"0",0,103,128,"Pistons",1
"2759","2019-11-22","Heat",0.62,0.687,0.748,"1",1,116,108,"Bulls",1
"2760","2019-11-22","Hornets",0.156,0.198,0.247,"0",0,118,125,"Wizards",1
"2761","2019-11-22","Jazz",0.693,0.78,0.848,"1",1,113,109,"Warriors",1
"2762","2019-11-22","Kings",0.19,0.247,0.315,"0",0,97,116,"Nets",1
"2763","2019-11-22","Lakers",0.62,0.694,0.758,"1",1,130,127,"Thunder",1
"2764","2019-11-22","Mavericks",0.765,0.826,0.873,"1",1,143,101,"Cavaliers",1
"2765","2019-11-22","Nets",0.659,0.731,0.792,"1",1,116,97,"Kings",1
"2766","2019-11-22","Nuggets",0.56,0.644,0.72,"1",1,96,92,"Celtics",1
"2767","2019-11-22","Pistons",0.67,0.751,0.818,"1",1,128,103,"Hawks",1
"2768","2019-11-22","Rockets",0.234,0.295,0.364,"0",0,119,122,"Clippers",1
"2769","2019-11-22","Spurs",0.157,0.214,0.284,"0",0,104,115,"76ers",1
"2770","2019-11-22","Thunder",0.242,0.293,0.351,"0",0,127,130,"Lakers",1
"2771","2019-11-22","Warriors",0.139,0.203,0.286,"0",0,109,113,"Jazz",1
"2772","2019-11-22","Wizards",0.731,0.789,0.837,"1",1,125,118,"Hornets",1
"2749","2019-11-21","Blazers",0.164,0.225,0.3,"0",0,129,137,"Bucks",0.5
"2750","2019-11-21","Bucks",0.675,0.761,0.831,"1",1,137,129,"Blazers",0.5
"2751","2019-11-21","Pelicans",0.193,0.241,0.298,"0",1,124,121,"Suns",0.5
"2752","2019-11-21","Suns",0.665,0.743,0.808,"1",0,121,124,"Pelicans",0.5
"2727","2019-11-20","76ers",0.735,0.803,0.856,"1",1,109,104,"Knicks",0.86
"2728","2019-11-20","Bucks",0.568,0.658,0.738,"1",1,135,127,"Hawks",0.86
"2729","2019-11-20","Bulls",0.615,0.692,0.759,"1",1,109,89,"Pistons",0.86
"2730","2019-11-20","Cavaliers",0.126,0.164,0.21,"0",0,100,124,"Heat",0.86
"2731","2019-11-20","Celtics",0.238,0.298,0.367,"0",0,104,107,"Clippers",0.86
"2732","2019-11-20","Clippers",0.612,0.682,0.745,"1",1,107,104,"Celtics",0.86
"2733","2019-11-20","Hawks",0.258,0.332,0.416,"0",0,127,135,"Bucks",0.86
"2734","2019-11-20","Heat",0.767,0.827,0.874,"1",1,124,100,"Cavaliers",0.86
"2735","2019-11-20","Hornets",0.158,0.203,0.257,"0",0,91,101,"Nets",0.86
"2736","2019-11-20","Jazz",0.518,0.625,0.721,"1",1,103,95,"Timberwolves",0.86
"2737","2019-11-20","Knicks",0.142,0.192,0.255,"0",0,104,109,"76ers",0.86
"2738","2019-11-20","Magic",0.143,0.178,0.219,"0",0,97,113,"Raptors",0.86
"2739","2019-11-20","Mavericks",0.65,0.747,0.824,"1",1,142,94,"Warriors",0.86
"2740","2019-11-20","Nets",0.717,0.779,0.832,"1",1,101,91,"Hornets",0.86
"2741","2019-11-20","Nuggets",0.453,0.518,0.582,"1",1,105,95,"Rockets",0.86
"2742","2019-11-20","Pistons",0.416,0.519,0.62,"1",0,89,109,"Bulls",0.86
"2743","2019-11-20","Raptors",0.752,0.811,0.858,"1",1,113,97,"Magic",0.86
"2744","2019-11-20","Rockets",0.381,0.458,0.536,"0",0,95,105,"Nuggets",0.86
"2745","2019-11-20","Spurs",0.612,0.683,0.747,"1",0,132,138,"Wizards",0.86
"2746","2019-11-20","Timberwolves",0.25,0.348,0.46,"0",0,95,103,"Jazz",0.86
"2747","2019-11-20","Warriors",0.165,0.238,0.33,"0",0,94,142,"Mavericks",0.86
"2748","2019-11-20","Wizards",0.237,0.295,0.359,"0",1,138,132,"Spurs",0.86
"2719","2019-11-19","Blazers",0.369,0.435,0.503,"0",0,104,115,"Pelicans",0.75
"2720","2019-11-19","Grizzlies",0.695,0.762,0.818,"1",0,95,114,"Warriors",0.75
"2721","2019-11-19","Kings",0.509,0.565,0.62,"1",1,120,116,"Suns",0.75
"2722","2019-11-19","Lakers",0.741,0.808,0.862,"1",1,112,107,"Thunder",0.75
"2723","2019-11-19","Pelicans",0.489,0.54,0.59,"1",1,115,104,"Blazers",0.75
"2724","2019-11-19","Suns",0.354,0.413,0.476,"0",0,116,120,"Kings",0.75
"2725","2019-11-19","Thunder",0.139,0.185,0.241,"0",0,107,112,"Lakers",0.75
"2726","2019-11-19","Warriors",0.183,0.225,0.272,"0",1,114,95,"Grizzlies",0.75
"2701","2019-11-18","Blazers",0.148,0.192,0.245,"0",0,108,132,"Rockets",0.78
"2702","2019-11-18","Bucks",0.592,0.681,0.759,"1",1,115,101,"Bulls",0.78
"2703","2019-11-18","Bulls",0.241,0.31,0.389,"0",0,101,115,"Bucks",0.78
"2704","2019-11-18","Cavaliers",0.288,0.35,0.418,"0",0,105,123,"Knicks",0.78
"2705","2019-11-18","Celtics",0.407,0.501,0.594,"1",1,99,85,"Suns",0.78
"2706","2019-11-18","Clippers",0.764,0.819,0.864,"1",1,90,88,"Thunder",0.78
"2707","2019-11-18","Hornets",0.138,0.184,0.241,"0",0,96,132,"Raptors",0.78
"2708","2019-11-18","Jazz",0.667,0.768,0.846,"1",0,102,112,"Timberwolves",0.78
"2709","2019-11-18","Knicks",0.558,0.621,0.68,"1",1,123,105,"Cavaliers",0.78
"2710","2019-11-18","Mavericks",0.667,0.722,0.771,"1",1,117,110,"Spurs",0.78
"2711","2019-11-18","Nets",0.552,0.627,0.696,"1",0,86,115,"Pacers",0.78
"2712","2019-11-18","Pacers",0.274,0.344,0.422,"0",1,115,86,"Nets",0.78
"2713","2019-11-18","Raptors",0.747,0.81,0.86,"1",1,132,96,"Hornets",0.78
"2714","2019-11-18","Rockets",0.739,0.799,0.848,"1",1,132,108,"Blazers",0.78
"2715","2019-11-18","Spurs",0.221,0.256,0.295,"0",0,110,117,"Mavericks",0.78
"2716","2019-11-18","Suns",0.398,0.471,0.546,"0",0,85,99,"Celtics",0.78
"2717","2019-11-18","Thunder",0.135,0.173,0.22,"0",0,88,90,"Clippers",0.78
"2718","2019-11-18","Timberwolves",0.145,0.219,0.316,"0",1,112,102,"Jazz",0.78
"2689","2019-11-17","76ers",0.57,0.665,0.748,"1",1,114,95,"Cavaliers",0.83
"2690","2019-11-17","Cavaliers",0.253,0.31,0.373,"0",0,95,114,"76ers",0.83
"2691","2019-11-17","Celtics",0.518,0.621,0.714,"1",0,99,100,"Kings",0.83
"2692","2019-11-17","Grizzlies",0.327,0.415,0.509,"0",0,114,131,"Nuggets",0.83
"2693","2019-11-17","Hawks",0.188,0.24,0.3,"0",0,101,122,"Lakers",0.83
"2694","2019-11-17","Kings",0.295,0.352,0.413,"0",1,100,99,"Celtics",0.83
"2695","2019-11-17","Lakers",0.661,0.742,0.809,"1",1,122,101,"Hawks",0.83
"2696","2019-11-17","Magic",0.611,0.693,0.765,"1",1,125,121,"Wizards",0.83
"2697","2019-11-17","Nuggets",0.448,0.556,0.658,"1",1,131,114,"Grizzlies",0.83
"2698","2019-11-17","Pelicans",0.662,0.725,0.78,"1",1,108,100,"Warriors",0.83
"2699","2019-11-17","Warriors",0.215,0.25,0.289,"0",0,100,108,"Pelicans",0.83
"2700","2019-11-17","Wizards",0.22,0.281,0.352,"0",0,121,125,"Magic",0.83
"2673","2019-11-16","Blazers",0.215,0.254,0.298,"0",1,121,116,"Spurs",0.62
"2674","2019-11-16","Bucks",0.513,0.612,0.703,"1",1,102,83,"Pacers",0.62
"2675","2019-11-16","Bulls",0.526,0.59,0.65,"1",0,111,117,"Nets",0.62
"2676","2019-11-16","Clippers",0.682,0.773,0.844,"1",1,150,101,"Hawks",0.62
"2677","2019-11-16","Hawks",0.151,0.21,0.283,"0",0,101,150,"Clippers",0.62
"2678","2019-11-16","Heat",0.664,0.749,0.818,"1",1,109,94,"Pelicans",0.62
"2679","2019-11-16","Hornets",0.3,0.364,0.432,"0",1,103,102,"Knicks",0.62
"2680","2019-11-16","Knicks",0.542,0.609,0.672,"1",0,102,103,"Hornets",0.62
"2681","2019-11-16","Mavericks",0.495,0.551,0.605,"1",1,110,102,"Raptors",0.62
"2682","2019-11-16","Nets",0.308,0.376,0.451,"0",1,117,111,"Bulls",0.62
"2683","2019-11-16","Pacers",0.293,0.356,0.424,"0",0,83,102,"Bucks",0.62
"2684","2019-11-16","Pelicans",0.181,0.226,0.277,"0",0,94,109,"Heat",0.62
"2685","2019-11-16","Raptors",0.342,0.413,0.488,"0",0,102,110,"Mavericks",0.62
"2686","2019-11-16","Rockets",0.422,0.527,0.628,"1",1,125,105,"Timberwolves",0.62
"2687","2019-11-16","Spurs",0.66,0.724,0.779,"1",0,116,121,"Blazers",0.62
"2688","2019-11-16","Timberwolves",0.368,0.439,0.513,"0",0,105,125,"Rockets",0.62
"2657","2019-11-15","76ers",0.657,0.737,0.805,"1",0,119,127,"Thunder",0.5
"2658","2019-11-15","Celtics",0.543,0.631,0.711,"1",1,105,100,"Warriors",0.5
"2659","2019-11-15","Grizzlies",0.268,0.338,0.415,"0",1,107,106,"Jazz",0.5
"2660","2019-11-15","Hornets",0.358,0.431,0.508,"0",1,109,106,"Pistons",0.5
"2661","2019-11-15","Jazz",0.545,0.64,0.725,"1",0,106,107,"Grizzlies",0.5
"2662","2019-11-15","Kings",0.138,0.181,0.235,"0",0,97,99,"Lakers",0.5
"2663","2019-11-15","Lakers",0.732,0.807,0.864,"1",1,99,97,"Kings",0.5
"2664","2019-11-15","Magic",0.476,0.534,0.592,"1",1,111,109,"Spurs",0.5
"2665","2019-11-15","Pacers",0.158,0.199,0.246,"0",0,102,111,"Rockets",0.5
"2666","2019-11-15","Pistons",0.469,0.538,0.606,"1",0,106,109,"Hornets",0.5
"2667","2019-11-15","Rockets",0.715,0.784,0.84,"1",1,111,102,"Pacers",0.5
"2668","2019-11-15","Spurs",0.36,0.436,0.516,"0",0,109,111,"Magic",0.5
"2669","2019-11-15","Thunder",0.186,0.24,0.303,"0",1,127,119,"76ers",0.5
"2670","2019-11-15","Timberwolves",0.724,0.794,0.849,"1",0,116,137,"Wizards",0.5
"2671","2019-11-15","Warriors",0.289,0.356,0.43,"0",0,100,105,"Celtics",0.5
"2672","2019-11-15","Wizards",0.153,0.192,0.238,"0",1,137,116,"Timberwolves",0.5
"2645","2019-11-14","Bucks",0.702,0.778,0.839,"1",1,124,115,"Bulls",0.67
"2646","2019-11-14","Bulls",0.161,0.212,0.274,"0",0,115,124,"Bucks",0.67
"2647","2019-11-14","Cavaliers",0.262,0.309,0.359,"0",0,97,108,"Heat",0.67
"2648","2019-11-14","Clippers",0.612,0.694,0.765,"1",0,127,132,"Pelicans",0.67
"2649","2019-11-14","Hawks",0.191,0.243,0.304,"0",0,112,128,"Suns",0.67
"2650","2019-11-14","Heat",0.592,0.668,0.735,"1",1,108,97,"Cavaliers",0.67
"2651","2019-11-14","Knicks",0.262,0.323,0.391,"0",1,106,103,"Mavericks",0.67
"2652","2019-11-14","Mavericks",0.564,0.66,0.745,"1",0,103,106,"Knicks",0.67
"2653","2019-11-14","Nets",0.175,0.247,0.338,"0",0,93,101,"Nuggets",0.67
"2654","2019-11-14","Nuggets",0.633,0.735,0.817,"1",1,101,93,"Nets",0.67
"2655","2019-11-14","Pelicans",0.239,0.285,0.336,"0",1,132,127,"Clippers",0.67
"2656","2019-11-14","Suns",0.665,0.741,0.805,"1",1,128,112,"Hawks",0.67
"2631","2019-11-13","76ers",0.41,0.51,0.609,"1",0,97,112,"Magic",0.57
"2632","2019-11-13","Blazers",0.538,0.592,0.645,"1",0,106,114,"Raptors",0.57
"2633","2019-11-13","Celtics",0.727,0.804,0.863,"1",1,140,133,"Wizards",0.57
"2634","2019-11-13","Clippers",0.29,0.335,0.382,"0",0,93,102,"Rockets",0.57
"2635","2019-11-13","Grizzlies",0.235,0.282,0.334,"0",1,119,117,"Hornets",0.57
"2636","2019-11-13","Hornets",0.631,0.695,0.752,"1",0,117,119,"Grizzlies",0.57
"2637","2019-11-13","Lakers",0.744,0.814,0.868,"1",1,120,94,"Warriors",0.57
"2638","2019-11-13","Magic",0.393,0.463,0.534,"0",1,112,97,"76ers",0.57
"2639","2019-11-13","Raptors",0.327,0.385,0.447,"0",1,114,106,"Blazers",0.57
"2640","2019-11-13","Rockets",0.587,0.642,0.693,"1",1,102,93,"Clippers",0.57
"2641","2019-11-13","Spurs",0.289,0.339,0.393,"0",0,114,129,"Timberwolves",0.57
"2642","2019-11-13","Timberwolves",0.578,0.636,0.69,"1",1,129,114,"Spurs",0.57
"2643","2019-11-13","Warriors",0.135,0.178,0.229,"0",0,94,120,"Lakers",0.57
"2644","2019-11-13","Wizards",0.139,0.189,0.25,"0",0,133,140,"Celtics",0.57
"2615","2019-11-12","76ers",0.704,0.791,0.857,"1",1,98,97,"Cavaliers",0.75
"2616","2019-11-12","Blazers",0.569,0.651,0.725,"1",0,99,107,"Kings",0.75
"2617","2019-11-12","Bulls",0.689,0.754,0.809,"1",1,120,102,"Knicks",0.75
"2618","2019-11-12","Cavaliers",0.144,0.2,0.271,"0",0,97,98,"76ers",0.75
"2619","2019-11-12","Hawks",0.147,0.213,0.3,"0",1,125,121,"Nuggets",0.75
"2620","2019-11-12","Heat",0.722,0.79,0.846,"1",1,117,108,"Pistons",0.75
"2621","2019-11-12","Jazz",0.659,0.748,0.82,"1",1,119,114,"Nets",0.75
"2622","2019-11-12","Kings",0.283,0.328,0.377,"0",1,107,99,"Blazers",0.75
"2623","2019-11-12","Knicks",0.191,0.229,0.271,"0",0,102,120,"Bulls",0.75
"2624","2019-11-12","Lakers",0.598,0.671,0.735,"1",1,123,115,"Suns",0.75
"2625","2019-11-12","Nets",0.182,0.236,0.301,"0",0,114,119,"Jazz",0.75
"2626","2019-11-12","Nuggets",0.668,0.773,0.852,"1",0,121,125,"Hawks",0.75
"2627","2019-11-12","Pacers",0.688,0.752,0.806,"1",1,111,85,"Thunder",0.75
"2628","2019-11-12","Pistons",0.15,0.194,0.246,"0",0,108,117,"Heat",0.75
"2629","2019-11-12","Suns",0.261,0.308,0.359,"0",0,115,123,"Lakers",0.75
"2630","2019-11-12","Thunder",0.185,0.228,0.279,"0",0,85,111,"Pacers",0.75
"2603","2019-11-11","Celtics",0.699,0.757,0.807,"1",1,116,106,"Mavericks",0.67
"2604","2019-11-11","Clippers",0.608,0.725,0.817,"1",1,98,88,"Raptors",0.67
"2605","2019-11-11","Grizzlies",0.148,0.206,0.28,"0",1,113,109,"Spurs",0.67
"2606","2019-11-11","Jazz",0.486,0.586,0.68,"1",1,122,108,"Warriors",0.67
"2607","2019-11-11","Mavericks",0.192,0.227,0.266,"0",0,106,116,"Celtics",0.67
"2608","2019-11-11","Pelicans",0.229,0.279,0.336,"0",0,116,122,"Rockets",0.67
"2609","2019-11-11","Pistons",0.599,0.654,0.705,"1",0,114,120,"Timberwolves",0.67
"2610","2019-11-11","Raptors",0.175,0.26,0.368,"0",0,88,98,"Clippers",0.67
"2611","2019-11-11","Rockets",0.622,0.705,0.776,"1",1,122,116,"Pelicans",0.67
"2612","2019-11-11","Spurs",0.69,0.783,0.855,"1",0,109,113,"Grizzlies",0.67
"2613","2019-11-11","Timberwolves",0.276,0.321,0.371,"0",1,120,114,"Pistons",0.67
"2614","2019-11-11","Warriors",0.319,0.395,0.476,"0",0,108,122,"Jazz",0.67
"2587","2019-11-10","76ers",0.698,0.787,0.855,"1",1,114,106,"Hornets",0.62
"2588","2019-11-10","Blazers",0.712,0.792,0.855,"1",1,124,113,"Hawks",0.62
"2589","2019-11-10","Bucks",0.567,0.665,0.751,"1",1,121,119,"Thunder",0.62
"2590","2019-11-10","Cavaliers",0.272,0.312,0.356,"0",1,108,87,"Knicks",0.62
"2591","2019-11-10","Hawks",0.145,0.197,0.263,"0",0,113,124,"Blazers",0.62
"2592","2019-11-10","Hornets",0.14,0.197,0.27,"0",0,106,114,"76ers",0.62
"2593","2019-11-10","Knicks",0.61,0.663,0.713,"1",0,87,108,"Cavaliers",0.62
"2594","2019-11-10","Lakers",0.638,0.735,0.813,"1",0,104,113,"Raptors",0.62
"2595","2019-11-10","Magic",0.611,0.672,0.728,"1",0,102,109,"Pacers",0.62
"2596","2019-11-10","Nets",0.256,0.295,0.337,"0",0,112,138,"Suns",0.62
"2597","2019-11-10","Nuggets",0.556,0.634,0.706,"1",1,100,98,"Timberwolves",0.62
"2598","2019-11-10","Pacers",0.252,0.301,0.355,"0",1,109,102,"Magic",0.62
"2599","2019-11-10","Raptors",0.181,0.253,0.342,"0",1,113,104,"Lakers",0.62
"2600","2019-11-10","Suns",0.624,0.682,0.736,"1",1,138,112,"Nets",0.62
"2601","2019-11-10","Thunder",0.255,0.316,0.384,"0",0,119,121,"Bucks",0.62
"2602","2019-11-10","Timberwolves",0.273,0.337,0.408,"0",0,98,100,"Nuggets",0.62
"2577","2019-11-09","Bulls",0.27,0.344,0.426,"0",0,94,117,"Rockets",0.7
"2578","2019-11-09","Celtics",0.298,0.352,0.41,"0",1,135,115,"Spurs",0.7
"2579","2019-11-09","Grizzlies",0.25,0.306,0.369,"0",0,122,138,"Mavericks",0.7
"2580","2019-11-09","Hornets",0.414,0.482,0.55,"0",0,110,115,"Pelicans",0.7
"2581","2019-11-09","Mavericks",0.559,0.668,0.761,"1",1,138,122,"Grizzlies",0.7
"2582","2019-11-09","Pelicans",0.422,0.483,0.544,"0",1,115,110,"Hornets",0.7
"2583","2019-11-09","Rockets",0.511,0.632,0.738,"1",1,117,94,"Bulls",0.7
"2584","2019-11-09","Spurs",0.558,0.616,0.67,"1",0,115,135,"Celtics",0.7
"2585","2019-11-09","Thunder",0.566,0.672,0.763,"1",1,114,108,"Warriors",0.7
"2586","2019-11-09","Warriors",0.224,0.3,0.389,"0",0,108,114,"Thunder",0.7
"2555","2019-11-08","76ers",0.205,0.298,0.412,"0",0,97,100,"Nuggets",0.59
"2556","2019-11-08","Blazers",0.703,0.778,0.839,"1",0,115,119,"Nets",0.59
"2557","2019-11-08","Bucks",0.435,0.509,0.583,"1",0,100,103,"Jazz",0.59
"2558","2019-11-08","Cavaliers",0.165,0.2,0.24,"0",1,113,100,"Wizards",0.59
"2559","2019-11-08","Grizzlies",0.146,0.214,0.303,"0",0,86,118,"Magic",0.59
"2560","2019-11-08","Hawks",0.377,0.489,0.602,"0",0,109,121,"Kings",0.59
"2561","2019-11-08","Heat",0.146,0.203,0.275,"0",0,80,95,"Lakers",0.59
"2562","2019-11-08","Jazz",0.41,0.468,0.527,"0",1,103,100,"Bucks",0.59
"2563","2019-11-08","Kings",0.387,0.483,0.58,"0",1,121,109,"Hawks",0.59
"2564","2019-11-08","Knicks",0.132,0.179,0.24,"0",1,106,102,"Mavericks",0.59
"2565","2019-11-08","Lakers",0.704,0.79,0.856,"1",1,95,80,"Heat",0.59
"2566","2019-11-08","Magic",0.666,0.768,0.846,"1",1,118,86,"Grizzlies",0.59
"2567","2019-11-08","Mavericks",0.737,0.813,0.871,"1",0,102,106,"Knicks",0.59
"2568","2019-11-08","Nets",0.169,0.206,0.249,"0",1,119,115,"Blazers",0.59
"2569","2019-11-08","Nuggets",0.563,0.676,0.771,"1",1,100,97,"76ers",0.59
"2570","2019-11-08","Pacers",0.658,0.773,0.857,"1",1,112,106,"Pistons",0.59
"2571","2019-11-08","Pelicans",0.228,0.28,0.338,"0",0,104,122,"Raptors",0.59
"2572","2019-11-08","Pistons",0.131,0.208,0.314,"0",0,106,112,"Pacers",0.59
"2573","2019-11-08","Raptors",0.619,0.699,0.769,"1",1,122,104,"Pelicans",0.59
"2574","2019-11-08","Timberwolves",0.689,0.773,0.84,"1",1,125,119,"Warriors",0.59
"2575","2019-11-08","Warriors",0.161,0.211,0.27,"0",0,119,125,"Timberwolves",0.59
"2576","2019-11-08","Wizards",0.716,0.784,0.839,"1",0,100,113,"Cavaliers",0.59
"2547","2019-11-07","Blazers",0.158,0.211,0.276,"0",0,101,107,"Clippers",0.75
"2548","2019-11-07","Celtics",0.554,0.655,0.744,"1",1,108,87,"Hornets",0.75
"2549","2019-11-07","Clippers",0.706,0.782,0.843,"1",1,107,101,"Blazers",0.75
"2550","2019-11-07","Heat",0.256,0.297,0.341,"0",1,124,108,"Suns",0.75
"2551","2019-11-07","Hornets",0.255,0.337,0.429,"0",0,87,108,"Celtics",0.75
"2552","2019-11-07","Spurs",0.745,0.81,0.862,"1",1,121,112,"Thunder",0.75
"2553","2019-11-07","Suns",0.619,0.681,0.738,"1",0,108,124,"Heat",0.75
"2554","2019-11-07","Thunder",0.141,0.18,0.227,"0",0,112,121,"Spurs",0.75
"2529","2019-11-06","76ers",0.303,0.361,0.423,"0",0,104,106,"Jazz",0.78
"2530","2019-11-06","Bucks",0.412,0.501,0.59,"1",1,129,124,"Clippers",0.78
"2531","2019-11-06","Bulls",0.275,0.369,0.473,"0",1,113,93,"Hawks",0.78
"2532","2019-11-06","Clippers",0.398,0.479,0.561,"0",0,124,129,"Bucks",0.78
"2533","2019-11-06","Grizzlies",0.255,0.302,0.354,"0",1,137,121,"Timberwolves",0.78
"2534","2019-11-06","Hawks",0.702,0.771,0.828,"1",0,93,113,"Bulls",0.78
"2535","2019-11-06","Jazz",0.559,0.618,0.673,"1",1,106,104,"76ers",0.78
"2536","2019-11-06","Kings",0.134,0.185,0.249,"0",0,120,124,"Raptors",0.78
"2537","2019-11-06","Knicks",0.162,0.199,0.243,"0",0,102,122,"Pistons",0.78
"2538","2019-11-06","Magic",0.132,0.177,0.232,"0",0,106,107,"Mavericks",0.78
"2539","2019-11-06","Mavericks",0.741,0.816,0.872,"1",1,107,106,"Magic",0.78
"2540","2019-11-06","Pacers",0.626,0.715,0.79,"1",1,121,106,"Wizards",0.78
"2541","2019-11-06","Pistons",0.715,0.784,0.84,"1",1,122,102,"Knicks",0.78
"2542","2019-11-06","Raptors",0.729,0.809,0.87,"1",1,124,120,"Kings",0.78
"2543","2019-11-06","Rockets",0.588,0.689,0.775,"1",1,129,112,"Warriors",0.78
"2544","2019-11-06","Timberwolves",0.592,0.678,0.754,"1",0,121,137,"Grizzlies",0.78
"2545","2019-11-06","Warriors",0.215,0.29,0.38,"0",0,112,129,"Rockets",0.78
"2546","2019-11-06","Wizards",0.197,0.263,0.343,"0",0,106,121,"Pacers",0.78
"2517","2019-11-05","Bulls",0.248,0.319,0.401,"0",0,112,118,"Lakers",0.67
"2518","2019-11-05","Cavaliers",0.222,0.286,0.361,"0",0,113,119,"Celtics",0.67
"2519","2019-11-05","Celtics",0.609,0.704,0.785,"1",1,119,113,"Cavaliers",0.67
"2520","2019-11-05","Hawks",0.259,0.313,0.372,"0",1,108,100,"Spurs",0.67
"2521","2019-11-05","Heat",0.222,0.27,0.324,"0",0,89,109,"Nuggets",0.67
"2522","2019-11-05","Hornets",0.324,0.378,0.434,"0",1,122,120,"Pacers",0.67
"2523","2019-11-05","Lakers",0.566,0.671,0.762,"1",1,118,112,"Bulls",0.67
"2524","2019-11-05","Magic",0.2,0.234,0.272,"0",0,94,102,"Thunder",0.67
"2525","2019-11-05","Nuggets",0.635,0.713,0.78,"1",1,109,89,"Heat",0.67
"2526","2019-11-05","Pacers",0.523,0.597,0.668,"1",0,120,122,"Hornets",0.67
"2527","2019-11-05","Spurs",0.57,0.668,0.754,"1",0,100,108,"Hawks",0.67
"2528","2019-11-05","Thunder",0.678,0.748,0.807,"1",1,102,94,"Magic",0.67
"2505","2019-11-04","76ers",0.39,0.468,0.548,"0",0,109,114,"Suns",0.83
"2506","2019-11-04","Blazers",0.525,0.618,0.704,"1",0,118,127,"Warriors",0.83
"2507","2019-11-04","Bucks",0.478,0.588,0.69,"1",1,134,106,"Timberwolves",0.83
"2508","2019-11-04","Grizzlies",0.252,0.311,0.378,"0",0,100,107,"Rockets",0.83
"2509","2019-11-04","Nets",0.713,0.782,0.838,"1",1,135,125,"Pelicans",0.83
"2510","2019-11-04","Pelicans",0.168,0.203,0.244,"0",0,125,135,"Nets",0.83
